线路,行别,站区,隧道名称,锚段号,杆号,跨距,公里标,导高,拉出值,结构类型,GPS经度,GPS纬度
西环线,下行,乐化普速场-生米,,,793,55,20.953,6450,300,,,
西环线,下行,乐化普速场-生米,,,795,55,21.008,6450,300,,,
西环线,下行,乐化普速场-生米,,,797,55,21.063,6450,300,,,
西环线,下行,乐化普速场-生米,,,799,55,21.118,6450,300,吸上线,,
西环线,下行,乐化普速场-生米,,,801,60,21.158,6450,300,,,
西环线,下行,乐化普速场-生米,,,0801-1,60,21.188,6450,300,,,
西环线,下行,乐化普速场-生米,,,803,60,21.238,6450,300,,,
西环线,下行,乐化普速场-生米,,,805,55,21.298,6450,150,,,
西环线,下行,乐化普速场-生米,,,807,50,21.353,6450,250,,,
西环线,下行,乐化普速场-生米,,,809,50,21.403,6450,250,,,
西环线,下行,乐化普速场-生米,,,811,55,21.453,6450,250,,,
西环线,下行,乐化普速场-生米,,,813,45,21.508,6450,250,,,
西环线,下行,乐化普速场-生米,,,815,55,21.553,6450,250,,,
西环线,下行,乐化普速场-生米,,,817,55,21.608,6450,250,,,
西环线,下行,乐化普速场-生米,,,819,55,21.663,6450,250,,,
西环线,下行,乐化普速场-生米,,,821,55,21.718,6450,250,,,
西环线,下行,乐化普速场-生米,,,823,55,21.773,6450,250,,,
西环线,下行,乐化普速场-生米,,,825,55,21.828,6450,250,,,
西环线,下行,乐化普速场-生米,,,827,50,21.883,6450,250,,,
西环线,下行,乐化普速场-生米,,,829,55,21.933,6450,250,锚柱,,
西环线,下行,乐化普速场-生米,,,831,50,21.988,6450,250,转换柱,,
西环线,下行,乐化普速场-生米,,,833,50,22.038,6450,250/50,中心柱,,
西环线,下行,乐化普速场-生米,,,835,55,22.088,6450,250,转换柱,,
西环线,下行,乐化普速场-生米,,,837,50,22.143,6450,250,锚柱,,
西环线,下行,乐化普速场-生米,,,839,45.17,22.193,6450,250,,,
西环线,下行,乐化普速场-生米,,,841,32.72,22.239,6450,250,,,
西环线,下行,乐化普速场-生米,,,843,32.71,22.271,6450,250,,,
西环线,下行,乐化普速场-生米,,,845,32.7,22.304,6450,150,,,
西环线,下行,乐化普速场-生米,,,847,47,22.337,6450,250,,,
西环线,下行,乐化普速场-生米,,,849,53,22.384,6450,150,,,
西环线,下行,乐化普速场-生米,,,851,50,22.437,6450,300,,,
西环线,下行,乐化普速场-生米,,,853,50,22.487,6450,300,,,
西环线,下行,乐化普速场-生米,,,855,50,22.537,6450,300,,,
西环线,下行,乐化普速场-生米,,,857,50,22.587,6450,300,,,
西环线,下行,乐化普速场-生米,,,859,48,22.637,6450,300,,,
西环线,下行,乐化普速场-生米,,,861,52,22.685,6450,300,,,
西环线,下行,乐化普速场-生米,,,863,48,22.737,6450,300,,,
西环线,下行,乐化普速场-生米,,,865,57,22.785,6450,300,,,
西环线,下行,乐化普速场-生米,,,867,60,22.842,6450,300,,,
西环线,下行,乐化普速场-生米,,,869,55,22.902,6450,300,,,
西环线,下行,乐化普速场-生米,,,871,55,22.957,6450,300,,,
西环线,下行,乐化普速场-生米,,,873,50,23.012,6450,300,,,
西环线,下行,乐化普速场-生米,,,875,50,23.062,6450,300,,,
西环线,下行,乐化普速场-生米,,,877,55,23.112,6450,300,锚柱,,
西环线,下行,乐化普速场-生米,,,879,50,23.167,6450,300,转换柱,,
西环线,下行,乐化普速场-生米,,,881,50,23.217,6450,300/100,中心柱,,
西环线,下行,乐化普速场-生米,,,883,50,23.267,6450,300,转换柱,,
西环线,下行,乐化普速场-生米,,,885,55,23.317,6450,300,锚柱,,
西环线,下行,乐化普速场-生米,,,887,55,23.372,6450,300,,,
西环线,下行,乐化普速场-生米,,,889,60,23.427,6450,300,,,
西环线,下行,乐化普速场-生米,,,891,60,23.487,6450,300,,,
西环线,下行,乐化普速场-生米,,,893,60,23.547,6450,300,,,
西环线,下行,乐化普速场-生米,,,895,60,23.607,6450,300,,,
西环线,下行,乐化普速场-生米,,,897,60,23.667,6450,300,,,
西环线,下行,乐化普速场-生米,,,899,55,23.727,6450,300,,,
西环线,下行,乐化普速场-生米,,,901,50,23.782,6450,300,,,
西环线,下行,乐化普速场-生米,,,903,50,23.832,6450,300,,,
西环线,下行,乐化普速场-生米,,,905,50,23.882,6450,300,,,
西环线,下行,乐化普速场-生米,,,907,55,23.932,6450,300,,,
西环线,下行,乐化普速场-生米,,,909,55,23.987,6450,300,,,
西环线,下行,乐化普速场-生米,,,911,50,24.042,6450,150,,,
西环线,下行,乐化普速场-生米,,,913,47,24.092,6450,150,,,
西环线,下行,乐化普速场-生米,,,915,50,24.139,6450,250,,,
西环线,下行,乐化普速场-生米,,,917,55,24.189,6450,250,,,
西环线,下行,乐化普速场-生米,,,919,55,24.244,6450,250,,,
西环线,下行,乐化普速场-生米,,,921,55,24.299,6450,250,,,
西环线,下行,乐化普速场-生米,,,923,48,24.354,6450,250,,,
西环线,下行,乐化普速场-生米,,,925,50,24.402,6450,250,锚柱,,
西环线,下行,乐化普速场-生米,,,927,50,24.452,6450,250,转换柱,,
西环线,下行,乐化普速场-生米,,,929,50,24.502,6450,50/250,中心柱,,
西环线,下行,乐化普速场-生米,,,931,55,24.552,6450,250,转换柱,,
西环线,下行,乐化普速场-生米,,,933,55,24.607,6450,250,锚柱,,
西环线,下行,乐化普速场-生米,,,935,50,24.662,6450,250,,,
西环线,下行,乐化普速场-生米,,,937,55,24.712,6450,250,,,
西环线,下行,乐化普速场-生米,,,939,55,24.767,6450,250,,,
西环线,下行,乐化普速场-生米,,,941,55,24.822,6450,250,,,
西环线,下行,乐化普速场-生米,,,943,55,24.877,6450,250,,,
西环线,下行,乐化普速场-生米,,,945,55,24.932,6450,150,吸上线,,
西环线,下行,乐化普速场-生米,,,947,50,24.987,6450,150,,,
西环线,下行,乐化普速场-生米,,,949,50,25.037,6450,300,,,
西环线,下行,乐化普速场-生米,,,951,50,25.087,6450,300,,,
西环线,下行,乐化普速场-生米,,,953,50,25.137,6450,300,,,
西环线,下行,乐化普速场-生米,,,955,50,25.187,6450,300,,,
西环线,下行,乐化普速场-生米,,,957,50,25.237,6450,300,,,
西环线,下行,乐化普速场-生米,,,959,50,25.287,6450,300,,,
西环线,下行,乐化普速场-生米,,,961,50,25.337,6450,300,,,
西环线,下行,乐化普速场-生米,,,963,50,25.387,6450,300,,,
西环线,下行,乐化普速场-生米,,,965,42.7,25.437,6450,300,,,
西环线,下行,乐化普速场-生米,,,967,32.5,25.479,6450,300,,,
西环线,下行,乐化普速场-生米,,,969,40,25.512,6450,300,,,
西环线,下行,乐化普速场-生米,,,971,50,25.552,6450,300,,,
西环线,下行,乐化普速场-生米,,,973,50,25.602,6450,300,锚柱,,
西环线,下行,乐化普速场-生米,,,975,50,25.652,6450,300,转换柱,,
西环线,下行,乐化普速场-生米,,,977,50,25.702,6450,300/100,中心柱,,
西环线,下行,乐化普速场-生米,,,979,50,25.752,6450,300,转换柱,,
西环线,下行,乐化普速场-生米,,,981,45,25.802,6450,300,锚柱,,
西环线,下行,乐化普速场-生米,,,983,50,25.847,6450,300,,,
西环线,下行,乐化普速场-生米,,,985,50,25.897,6450,300,,,
西环线,下行,乐化普速场-生米,,,987,50,25.947,6450,300,,,
西环线,下行,乐化普速场-生米,,,989,50,25.997,6450,300,,,
西环线,下行,乐化普速场-生米,,,991,45.4,26.047,6450,300,,,
西环线,下行,乐化普速场-生米,,,993,32.7,26.092,6450,300,,,
西环线,下行,乐化普速场-生米,,,995,32.7,26.125,6450,300,,,
西环线,下行,乐化普速场-生米,,,997,32.7,26.158,6450,300,,,
西环线,下行,乐化普速场-生米,,,999,32.7,26.19,6450,300,,,
西环线,下行,乐化普速场-生米,,,1001,32.7,26.223,6450,300,,,
西环线,下行,乐化普速场-生米,,,1003,32.7,26.256,6450,300,,,
西环线,下行,乐化普速场-生米,,,1005,32.7,26.288,6450,300,,,
西环线,下行,乐化普速场-生米,,,1007,32.7,26.321,6450,300,,,
西环线,下行,乐化普速场-生米,,,1009,32.4,26.354,6450,300,,,
西环线,下行,乐化普速场-生米,,,1011,33,26.386,6450,300,,,
西环线,下行,乐化普速场-生米,,,1013,32.7,26.419,6450,300,,,
西环线,下行,乐化普速场-生米,,,1015,32.65,26.452,6450,300,,,
西环线,下行,乐化普速场-生米,,,1017,48,26.485,6450,300,,,
西环线,下行,乐化普速场-生米,,,1019,32.61,26.533,6450,150,,,
西环线,下行,乐化普速场-生米,,,1021,32.79,26.565,6450,150,,,
西环线,下行,乐化普速场-生米,,,1023,32.85,26.598,6450,250,,,
西环线,下行,乐化普速场-生米,,,1025,32.88,26.631,6450,250,,,
西环线,下行,乐化普速场-生米,,,1027,32.88,26.664,6450,250,,,
西环线,下行,乐化普速场-生米,,,1029,32.88,26.697,6450,250,,,
西环线,下行,乐化普速场-生米,,,1031,32.88,26.73,6450,250,,,
西环线,下行,乐化普速场-生米,,,1033,32.88,26.762,6450,250,,,
西环线,下行,乐化普速场-生米,,,1035,50,26.795,6450,250,,,
西环线,下行,乐化普速场-生米,,,1037,50,26.845,6450,250,,,
西环线,下行,乐化普速场-生米,,,1039,50,26.895,6450,250,,,
西环线,下行,乐化普速场-生米,,,1041,50,26.945,6450,250,锚柱,,
西环线,下行,乐化普速场-生米,,,1043,50,26.995,6450,250,转换柱,,
西环线,下行,乐化普速场-生米,,,1045,50,27.045,6450,250/50,中心柱,,
西环线,下行,乐化普速场-生米,,,1047,50,27.095,6450,250,转换柱,,
西环线,下行,乐化普速场-生米,,,1049,55,27.145,6450,100,锚柱,,
西环线,下行,乐化普速场-生米,,,1051,55,27.2,6450,300,,,
西环线,下行,乐化普速场-生米,,,1053,55,27.255,6450,300,,,
西环线,下行,乐化普速场-生米,,,1055,55,27.31,6450,300,,,
西环线,下行,乐化普速场-生米,,,1057,50,27.365,6450,300,,,
西环线,下行,乐化普速场-生米,,,1059,50,27.415,6450,300,,,
西环线,下行,乐化普速场-生米,,,1061,50,27.465,6450,300,,,
西环线,下行,乐化普速场-生米,,,1063,55,27.515,6450,300,,,
西环线,下行,乐化普速场-生米,,,1065,50,27.57,6450,300,,,
西环线,下行,乐化普速场-生米,,,1067,50,27.62,6450,300,,,
西环线,下行,乐化普速场-生米,,,1069,50,27.67,6450,300,,,
西环线,下行,乐化普速场-生米,,,1071,55,27.72,6450,300,,,
西环线,下行,乐化普速场-生米,,,1073,55,27.775,6450,300,,,
西环线,下行,乐化普速场-生米,,,1075,60,27.83,6450,300,,,
西环线,下行,乐化普速场-生米,,,1077,55,27.89,6450,300,,,
西环线,下行,乐化普速场-生米,,,1079,55,27.945,6450,300,,,
西环线,下行,乐化普速场-生米,,,1081,50,28,6450,300,,,
西环线,下行,乐化普速场-生米,,,1083,50,28.05,6450,300,锚柱,,
西环线,下行,乐化普速场-生米,,,1085,50,28.1,6450,300,转换柱,,
西环线,下行,乐化普速场-生米,,,1087,50,28.15,6450,300/100,中心柱,,
西环线,下行,乐化普速场-生米,,,1089,50,28.2,6450,300,转换柱,,
西环线,下行,乐化普速场-生米,,,1091,50,28.25,6450,300,锚柱,,
西环线,下行,乐化普速场-生米,,,1093,55,28.3,6450,300,,,
西环线,下行,乐化普速场-生米,,,1095,55,28.355,6450,300,,,
西环线,下行,乐化普速场-生米,,,1097,47.7,28.41,6450,300,,,
西环线,下行,乐化普速场-生米,,,1099,32.7,28.458,6450,300,,,
西环线,下行,乐化普速场-生米,,,1101,32.7,28.491,6450,300,,,
西环线,下行,乐化普速场-生米,,,1103,32.7,28.523,6450,300,,,
西环线,下行,乐化普速场-生米,,,1105,32.7,28.556,6450,300,,,
西环线,下行,乐化普速场-生米,,,1107,32.7,28.589,6450,300,,,
西环线,下行,乐化普速场-生米,,,1109,32.7,28.621,6450,300,,,
西环线,下行,乐化普速场-生米,,,1111,32.7,28.654,6450,150,,,
西环线,下行,乐化普速场-生米,,,1113,32.71,28.687,6450,150,,,
西环线,下行,乐化普速场-生米,,,1115,32.73,28.72,6450,250,,,
西环线,下行,乐化普速场-生米,,,1117,32.75,28.752,6450,250,,,
西环线,下行,乐化普速场-生米,,,1119,32.76,28.785,6450,250,,,
西环线,下行,乐化普速场-生米,,,1121,32.76,28.818,6450,250,吸上线,,
西环线,下行,乐化普速场-生米,,,1123,32.76,28.851,6450,250,,,
西环线,下行,乐化普速场-生米,,,1125,32.76,28.883,6450,250,,,
西环线,下行,乐化普速场-生米,,,1127,32.76,28.916,6450,250,,,
西环线,下行,乐化普速场-生米,,,1129,32.76,28.949,6450,250,,,
西环线,下行,乐化普速场-生米,,,1131,32.76,28.982,6450,250,,,
西环线,下行,乐化普速场-生米,,,1133,32.76,29.014,6450,250,,,
西环线,下行,乐化普速场-生米,,,1135,32.76,29.047,6450,250,,,
西环线,下行,乐化普速场-生米,,,1137,32.76,29.08,6450,250,,,
西环线,下行,乐化普速场-生米,,,1139,32.76,29.113,6450,250,,,
西环线,下行,乐化普速场-生米,,,1141,32.76,29.145,6450,250,,,
西环线,下行,乐化普速场-生米,,,1143,32.76,29.178,6450,250,,,
西环线,下行,乐化普速场-生米,,,1145,32.76,29.211,6450,250,,,
西环线,下行,乐化普速场-生米,,,1147,32.76,29.244,6450,250,,,
西环线,下行,乐化普速场-生米,,,1149,32.76,29.276,6450,250,,,
西环线,下行,乐化普速场-生米,,,1151,32.76,29.309,6450,250,,,
西环线,下行,乐化普速场-生米,,,1153,32.76,29.342,6450,250,,,
西环线,下行,乐化普速场-生米,,,1155,32.76,29.375,6450,250,,,
西环线,下行,乐化普速场-生米,,,1157,32.76,29.408,6450,250,,,
西环线,下行,乐化普速场-生米,,,1159,32.75,29.44,6450,250,,,
西环线,下行,乐化普速场-生米,,,1161,32.74,29.473,6450,250,,,
西环线,下行,乐化普速场-生米,,,1163,50,29.506,6450,250,,,
西环线,下行,乐化普速场-生米,,,1165,45,29.556,6450,150,硬锚,,
西环线,下行,乐化普速场-生米,,,1167,45,29.601,6450,150,转换柱,,
西环线,下行,乐化普速场-生米,,,1169,45,29.646,6450,300/100,中心柱,,
西环线,下行,乐化普速场-生米,,,1171,45,29.691,6450,300,转换柱,,
西环线,下行,乐化普速场-生米,,,1173,55,29.736,6450,300,锚柱,,
西环线,下行,乐化普速场-生米,,,1175,55,29.791,6450,300,转换柱,,
西环线,下行,乐化普速场-生米,,,1177,60,29.846,6450,300,中心柱,,
西环线,下行,乐化普速场-生米,,,1179,59.82,29.906,6450,300,转换柱,,
西环线,下行,生米站,,,1,59.82,30.085,6450,300,锚柱,,
西环线,下行,生米站,,,3,55,30.14,6450,300,转换柱,,
西环线,下行,生米站,,,5,50,30.19,6450,300/150,中心柱,,
西环线,下行,生米站,,,7,45,30.235,6450,300/150,中心柱,,
西环线,下行,生米站,,,9,50,30.285,6450,300,转换柱,,
西环线,下行,生米站,,,11,50,30.34,6450,300,锚柱,,
西环线,下行,生米站,,,13,55,30.395,6450,50,锚柱,,
西环线,下行,生米站,,,15,55,30.445,6450,300,转换柱,,
西环线,下行,生米站,,,17,50,30.447,6450,400/300,锚柱,,
西环线,下行,生米站,,,19,59,30.493,6450,50,,,
西环线,下行,生米站,,,21,46.69,30.54,6450,400,,,
西环线,下行,生米站,,,23,47.18,30.576,6450,300,,,
西环线,下行,生米站,,,25,36.36,30.621,6450,300,,,
西环线,下行,生米站,,,27,45,30.666,6450,300,,,
西环线,下行,生米站,,,29,45,30.716,6450,300,,,
西环线,下行,生米站,,,31,50,30.766,6450,300,,,
西环线,下行,生米站,,,33,50,30.816,6450,300,,,
西环线,下行,生米站,,,35,50,30.871,6450,300,,,
西环线,下行,生米站,,,37,55,30.931,6450,300,,,
西环线,下行,生米站,,,39,60,30.991,6450,300,,,
西环线,下行,生米站,,,41,60,31.046,6450,300,,,
西环线,下行,生米站,,,43,55,31.101,6450,300,,,
西环线,下行,生米站,,,45,55,31.156,6450,300,,,
西环线,下行,生米站,,,47,55,31.216,6450,300,,,
西环线,下行,生米站,,,49,60,31.276,6450,300,,,
西环线,下行,生米站,,,51,60,31.331,6450,300,,,
西环线,下行,生米站,,,53,55,31.391,6450,300,硬锚,,
西环线,下行,生米站,,,55,60,31.451,6450,300,转换柱,,
西环线,下行,生米站,,,57,60,31.506,6450,300,中心柱,,
西环线,下行,生米站,,,59,55,31.561,6450,300,中心柱,,
西环线,下行,生米站,,,61,55,31.606,6450,300,转换柱,,
西环线,下行,生米站,,,63,45,31.646,6450,200,锚柱,,
西环线,下行,生米站,,,65,39.97,31.688,6450,300,,,
西环线,下行,生米站,,,67,42,31.69,6450,400/300,中心柱,,
西环线,下行,生米站,,,69,50.69,31.736,6450,50,,,
西环线,下行,生米站,,,71,55,31.738,6450,400/300,锚柱,,
西环线,下行,生米站,,,73,50,31.791,6450,300,转换柱,,
西环线,下行,生米站,,,75,55,31.846,6450,300,锚柱,,
西环线,下行,生米站,,,77,55,31.903,6450,300,锚柱,,
西环线,下行,生米站,,,79,60,31.956,6450,300/150,转换柱,,
西环线,下行,生米站,,,81,50,32.006,6450,300/150,中心柱,,
西环线,下行,生米站,,,83,45,32.061,6450,300/150,中心柱,,
西环线,下行,生米站,,,85,50,32.111,6450,300,转换柱,,
西环线,下行,生米站,,,87,60,32.161,6450,300,锚柱,,
西环线,下行,生米站,,,89,7,32.211,,,,,
西环线,下行,生米站,,,91,45,32.221,6450,300,,,
西环线,下行,生米-向塘,,,1,65,32.309,6450,100,,,
西环线,下行,生米-向塘,,,3,3,32.312,0,0,硬锚,,
西环线,下行,生米-向塘,,,5,44,32.356,6450,150,转换柱,,
西环线,下行,生米-向塘,,,7,40,32.396,6450,300/150,中心柱,,
西环线,下行,生米-向塘,,,9,40,32.436,6450,300,锚柱,,
西环线,下行,生米-向塘,,,11,33,32.469,6450,150,硬锚,,
西环线,下行,生米-向塘,,,13,40,32.509,6450,300/150,中心柱,,
西环线,下行,生米-向塘,,,15,40,32.549,6450,150,转换柱,,
西环线,下行,生米-向塘,,,17,50,32.599,6450,300,锚柱,,
西环线,下行,生米-向塘,,,19,55,32.654,6450,300,,,
西环线,下行,生米-向塘,,,21,55,32.709,6450,300,,,
西环线,下行,生米-向塘,,,23,54,32.763,6450,300,,,
西环线,下行,生米-向塘,,,25,55,32.818,6450,300,,,
西环线,下行,生米-向塘,,,27,55,32.873,6450,150,,,
西环线,下行,生米-向塘,,,29,48.5,32.922,6450,150,,,
西环线,下行,生米-向塘,,,31,45,32.967,6450,150,,,
西环线,下行,生米-向塘,,,33,40,33.007,6450,150,锚柱,,
西环线,下行,生米-向塘,,,35,41.5,33.048,6450,150,转换柱,,
西环线,下行,生米-向塘,,,37,40,33.088,6450,150/300,中心柱,,
西环线,下行,生米-向塘,,,39,45,33.133,6450,150,转换柱,,
西环线,下行,生米-向塘,,,41,45,33.178,6450,150,硬锚,,
西环线,下行,生米-向塘,,,43,50,33.228,6450,150,,,
西环线,下行,生米-向塘,,,45,49.52,33.278,6450,150,,,
西环线,下行,生米-向塘,,,47,32.74,33.311,6450,150,,,
西环线,下行,生米-向塘,,,49,32.74,33.343,6450,150,,,
西环线,下行,生米-向塘,,,51,32.74,33.376,6450,150,,,
西环线,下行,生米-向塘,,,53,32.74,33.409,6450,150,,,
西环线,下行,生米-向塘,,,55,32.74,33.442,6450,150,,,
西环线,下行,生米-向塘,,,57,32.74,33.474,6450,150,,,
西环线,下行,生米-向塘,,,59,32.74,33.507,6450,150,,,
西环线,下行,生米-向塘,,,61,32.74,33.54,6450,150,,,
西环线,下行,生米-向塘,,,63,32.74,33.573,6450,150,,,
西环线,下行,生米-向塘,,,65,32.74,33.605,6450,150,,,
西环线,下行,生米-向塘,,,67,32.74,33.638,6450,150,,,
西环线,下行,生米-向塘,,,69,32.74,33.671,6450,150,,,
西环线,下行,生米-向塘,,,71,32.74,33.704,6450,150,,,
西环线,下行,生米-向塘,,,73,32.74,33.736,6450,150,,,
西环线,下行,生米-向塘,,,75,32.74,33.769,6450,150,,,
西环线,下行,生米-向塘,,,77,32.74,33.802,6450,150,,,
西环线,下行,生米-向塘,,,79,32.74,33.835,6450,150,,,
西环线,下行,生米-向塘,,,81,32.74,33.867,6450,150,,,
西环线,下行,生米-向塘,,,83,32.74,33.9,6450,150,,,
西环线,下行,生米-向塘,,,85,32.73,33.933,6450,150,,,
西环线,下行,生米-向塘,,,87,32.72,33.966,6450,150,,,
西环线,下行,生米-向塘,,,89,32.71,33.998,6450,300,,,
西环线,下行,生米-向塘,,,91,32.7,34.031,6450,300,,,
西环线,下行,生米-向塘,,,93,49,34.08,6450,300,,,
西环线,下行,生米-向塘,,,95,55,34.135,6450,300,,,
西环线,下行,生米-向塘,,,97,60,34.195,6450,300,,,
西环线,下行,生米-向塘,,,99,60,34.255,6450,300,,,
西环线,下行,生米-向塘,,,101,60,34.315,6450,300,锚柱,,
西环线,下行,生米-向塘,,,103,55,34.37,6450,300,转换柱,,
西环线,下行,生米-向塘,,,105,55,34.425,6450,300/100,中心柱,,
西环线,下行,生米-向塘,,,107,55,34.48,6450,300,转换柱,,
西环线,下行,生米-向塘,,,109,55,34.535,6450,300,锚柱,,
西环线,下行,生米-向塘,,,111,60,34.595,6450,300,,,
西环线,下行,生米-向塘,,,113,60,34.655,6450,300,吸上线,,
西环线,下行,生米-向塘,,,115,60,34.715,6450,300,,,
西环线,下行,生米-向塘,,,117,60,34.775,6450,300,,,
西环线,下行,生米-向塘,,,119,60,34.835,6450,300,,,
西环线,下行,生米-向塘,,,121,56,34.891,6450,300,,,
西环线,下行,生米-向塘,,,123,60,34.951,6450,300,,,
西环线,下行,生米-向塘,,,125,60,35.011,6450,300,,,
西环线,下行,生米-向塘,,,127,60,35.071,6450,300,,,
西环线,下行,生米-向塘,,,129,60,35.131,6450,300,,,
西环线,下行,生米-向塘,,,131,55,35.186,6450,300,,,
西环线,下行,生米-向塘,,,133,55,35.241,6450,300,,,
西环线,下行,生米-向塘,,,135,55,35.296,6450,300,,,
西环线,下行,生米-向塘,,,137,60,35.356,6450,300,,,
西环线,下行,生米-向塘,,,139,60,35.416,6450,300,,,
西环线,下行,生米-向塘,,,141,60,35.476,6450,200,,,
西环线,下行,生米-向塘,,,143,55,35.531,6450,150,锚柱,,
西环线,下行,生米-向塘,,,145,55,35.586,6450,250,转换柱,,
西环线,下行,生米-向塘,,,147,50,35.636,6450,250/50,中心柱,,
西环线,下行,生米-向塘,,,149,50,35.686,6450,250,转换柱,,
西环线,下行,生米-向塘,,,151,55,35.741,6450,250,锚柱,,
西环线,下行,生米-向塘,,,153,50,35.791,6450,250,,,
西环线,下行,生米-向塘,,,155,50,35.841,6450,250,,,
西环线,下行,生米-向塘,,,157,50,35.891,6450,250,,,
西环线,下行,生米-向塘,,,159,55,35.946,6450,250,,,
西环线,下行,生米-向塘,,,161,55,36.001,6450,250,,,
西环线,下行,生米-向塘,,,163,55,36.056,6450,250,,,
西环线,下行,生米-向塘,,,165,55,36.111,6450,250,,,
西环线,下行,生米-向塘,,,167,50,36.161,6450,250,,,
西环线,下行,生米-向塘,,,169,50,36.211,6450,250,,,
西环线,下行,生米-向塘,,,171,55,36.266,6450,250,,,
西环线,下行,生米-向塘,,,173,50,36.316,6450,250,,,
西环线,下行,生米-向塘,,,175,55,36.371,6450,150,,,
西环线,下行,生米-向塘,,,177,55,36.426,6450,150,,,
西环线,下行,生米-向塘,,,179,55,36.481,6450,300,锚柱,,
西环线,下行,生米-向塘,,,181,55,36.536,6450,300,转换柱,,
西环线,下行,生米-向塘,,,183,55,36.591,6450,300/100,中心柱,,
西环线,下行,生米-向塘,,,185,55,36.646,6450,300,转换柱,,
西环线,下行,生米-向塘,,,187,58,36.704,6450,300,锚柱,,
西环线,下行,生米-向塘,,,189,48.44,36.752,6450,300,,,
西环线,下行,生米-向塘,,,191,32.7,36.785,6450,300,,,
西环线,下行,生米-向塘,,,193,32.7,36.818,6450,300,,,
西环线,下行,生米-向塘,,,195,32.7,36.85,6450,300,,,
西环线,下行,生米-向塘,,,197,32.7,36.883,6450,300,,,
西环线,下行,生米-向塘,,,199,32.7,36.916,6450,300,,,
西环线,下行,生米-向塘,,,201,32.7,36.949,6450,300,,,
西环线,下行,生米-向塘,,,203,32.7,36.981,6450,300,,,
西环线,下行,生米-向塘,,,205,32.7,37.014,6450,300,,,
西环线,下行,生米-向塘,,,207,32.7,37.047,6450,300,,,
西环线,下行,生米-向塘,,,209,49,37.096,6450,300,,,
西环线,下行,生米-向塘,,,211,55,37.151,6450,300,,,
西环线,下行,生米-向塘,,,213,55,37.206,6450,300,,,
西环线,下行,生米-向塘,,,215,50,37.256,6450,300,,,
西环线,下行,生米-向塘,,,217,50,37.306,6450,300,,,
西环线,下行,生米-向塘,,,219,50,37.356,6450,300,,,
西环线,下行,生米-向塘,,,221,51,37.407,6450,300,,,
西环线,下行,生米-向塘,,,223,55,37.462,6450,300,,,
西环线,下行,生米-向塘,,,225,50,37.512,6450,300,,,
西环线,下行,生米-向塘,,,227,42.75,37.554,6450,300,,,
西环线,下行,生米-向塘,,,229,32.7,37.587,6450,300,,,
西环线,下行,生米-向塘,,,231,32.7,37.62,6450,300,,,
西环线,下行,生米-向塘,,,233,32.7,37.653,6450,300,,,
西环线,下行,生米-向塘,,,235,32.7,37.685,6450,300,,,
西环线,下行,生米-向塘,,,237,32.7,37.718,6450,300,,,
西环线,下行,生米-向塘,,,239,32.7,37.751,6450,300,,,
西环线,下行,生米-向塘,,,241,49,37.8,6450,300,锚柱,,
西环线,下行,生米-向塘,,,243,60,37.86,6450,300,转换柱,,
西环线,下行,生米-向塘,,,245,55,37.915,6450,300/100,中心柱,,
西环线,下行,生米-向塘,,,247,55,37.97,6450,300,转换柱,,
西环线,下行,生米-向塘,,,249,60,38.03,6450,300,锚柱,,
西环线,下行,生米-向塘,,,251,60,38.09,6450,300,,,
西环线,下行,生米-向塘,,,253,60,38.15,6450,300,,,
西环线,下行,生米-向塘,,,255,55,38.205,6450,300,,,
西环线,下行,生米-向塘,,,257,55,38.26,6450,300,,,
西环线,下行,生米-向塘,,,259,55,38.315,6450,300,,,
西环线,下行,生米-向塘,,,261,55,38.37,6450,300,,,
西环线,下行,生米-向塘,,,263,55,38.425,6450,300,,,
西环线,下行,生米-向塘,,,265,55,38.48,6450,300,,,
西环线,下行,生米-向塘,,,267,56,38.536,6450,300,,,
西环线,下行,生米-向塘,,,269,55,38.591,6450,300,,,
西环线,下行,生米-向塘,,,271,55,38.646,6450,300,,,
西环线,下行,生米-向塘,,,273,60,38.706,6450,300,吸上线,,
西环线,下行,生米-向塘,,,275,60,38.766,6450,300,,,
西环线,下行,生米-向塘,,,277,60,38.826,6450,300,,,
西环线,下行,生米-向塘,,,279,55,38.881,6450,300,,,
西环线,下行,生米-向塘,,,281,55,38.936,6450,300,锚柱,,
西环线,下行,生米-向塘,,,283,55,38.991,6450,300,转换柱,,
西环线,下行,生米-向塘,,,285,55,39.046,6450,300/100,中心柱,,
西环线,下行,生米-向塘,,,287,55,39.101,6450,300,转换柱,,
西环线,下行,生米-向塘,,,289,55,39.156,6450,300,锚柱,,
西环线,下行,生米-向塘,,,291,54,39.21,6450,300,,,
西环线,下行,生米-向塘,,,293,49.5,39.259,6450,300,,,
西环线,下行,生米-向塘,,,295,32.7,39.292,6450,300,,,
西环线,下行,生米-向塘,,,297,50.3,39.342,6450,300,,,
西环线,下行,生米-向塘,,,299,50.3,39.392,6450,300,,,
西环线,下行,生米-向塘,,,301,50.3,39.443,6450,300,,,
西环线,下行,生米-向塘,,,303,50.3,39.493,6450,300,,,
西环线,下行,生米-向塘,,,305,50.3,39.543,6450,300,,,
西环线,下行,生米-向塘,,,307,50.3,39.594,6450,300,,,
西环线,下行,生米-向塘,,,309,50.3,39.644,6450,300,,,
